text
"Coca-Cola Bedava 2 Litresini Vermiyor,""Coca-Cola 2.5 litre alıyoruz marketten kapakta bedava 2 litre kazandınız diyor. Promosyon ve kampanya tarihi geçmemiş olduğu halde marketlerden bedava çıkan kolayı alamıyoruz. Sözde market sahibi önceki kapakların parasını alamadığını Coca-Cola'dan alacaklı olduğunu, bu yüzden bedavaları vermediğini...Devamını oku"""
"Doğuş Spor Kulubü Memnuniyetsizliği!,""2 aydır bu salona kickboksa gidiyorum. Sayısız kere hocanın gelmemesi, dükkanın durduk yere kapalı olması. Üstüne ilk başladığımda parasını verdiğim eşofmanı hala alamadım (Sürekli günü güne sattı) Müessese sahibi N** T** ve S**** isimli şahıstan şikayetçiyim. Gereğinin yapılmasını arz ederim.Devamını oku"""
"Ösym Msü Başvurum Ödememe Rağmen Alınmamış Görünüyor,MSÜ sınavına YKS öncesi başvuru yaptım. İnternet yolu ile ödedim ücretiniz daha önce alındı demesine rağmen şu an hesabıma girdiğimde ne başvurum görünüyor ne de yarım kalmış işlemim. Bilinçli biriyim bir çok defa kontrol ettim. Bu kadar kolay mı gelecekle oynamak.Devamını oku"
"Domino's Pizza Online Sipariş Almaması,Hususi olarak online siparişi kapatılıyor Neden online sipariş verilmediği sorulunca alaycı tavırla online siparişi açalım deyip açmadan telefonu kapatıyorlar. Mardin Domino's Pizza'dan sağlıklı sipariş veremiyoruz. Ayrıca sipariş versek bile çok geç geliyor.Devamını oku"
"D&R 13 Günde Bir Siparişim Hala Gelmedi!,30 Mart'ta sipariş verdim bugün 11 Nisan oldu ama ürünlerim bırakın gelmeyi daha hala kargoya bile verilmedi. Firmanın iletişim yerine yazdığımda ürünlerden biri olmadığı için aksilik olduğu beni daha fazla mağdur etmemek için diğer ürünlerin hemen gönderileceği söylendi. Ama 13 gün oldu ve son 3 gü...Devamını oku"
"Avon Kozmetik Eksik Ve Hatalı Gönderim Yaptı!,""25.05.2020 tarihinde sipariş verdiğim ücretsiz ürünler bugün itibariyle tarafıma yollanmamıştır. Bugün müşteri hizmetlerinizi aradım ve bana verdiği cevap oldukça basitti. Olayın sistemden dolayı bir hata yaşandığını dile getirebildi ancak. Hayır anlamadığım şu, sipariş verirken ve ödeme alırken int...Devamını oku"""
"Slazenger  siparişim Ne Durumda Hiç Bilmiyorum!,Slazenger 'den erkek sortu aldım siparişim ne durumda hiç bilmiyorum. Bilgilendirme gelmedi ne mesaj yoluyla ne de mail olarak. Aradığımda mesai saatleri dışında denk gelmiş. İptal etmek istiyorum. Ürünü iptal edip para iadesi istiyorum...  Devamını oku"
"Mars Athletic Club-Macfit Macfit Özdilek Şubesi Düşündüğümden Daha Kusurlu Çıktı!,1 ay önce Macfit Özdilek şubesine üye oldum. Tahmin ettiğimden de kötü çıktı. Hiçbir imkandan yararlanamadım. Grup dersleri için 1 saat önceden insanlar sıraya giriyor. Aletleri kullanmak için atmaca gibi bekliyor. Problemli bir ortam. Çalışanlar ilgisiz. Üyeliğimi iptal etmek için gittim bana belir...Devamını oku"
"İgdaş'ta Fatura Yüksekliği,15 günden beri kombi açmadığımız halde fatura çok yüksek geldi. Kışın bile bu şekilde fatura ödemiyoruz bu günlerde destek olmamız gerekirken bu şekilde bir faturayla karşılaşınca insan küçük dilini yutuyor. Gereği neyse o şekilde yapmanızı rica ediyorum.Devamını oku"
"Nissan Üretim Hatası,""2013 Model Nissan Juke marka Platinum paket araca Sahibim. Aracımın ön tamponundaki cila kabuk kabuk atmaya başladı. Aracımı satın aldığımdan beri düzenli olarak tüm bakımlarını yaptırdığım İzmir Nissan Artkiy yetkili servise bu durumu gösterdiğimde, bunun üretim hatası olduğunu, tüm Juke modellerde...Devamını oku"""
"Swatch Personeli Tarafından Terslendim!,Bir saat aldım ve 1 hafta taktim soyuldu. Götürdüm değişim yaptılar. Aldığım bu saatte de aynısı olur mu dedim hayır dendi. 2 ay geçti aldığım saat de soyuldu. Fişim olmadığı için değişim yapılmadı. Ayrıca değişim yapıldığı için sisteme kayıt bile açılmadığı söylendi. Bu şekilde bu saati takmak iste...Devamını oku"
"Atasun Optik Personel Memnuniyetsizliği!,Tekirdağ Çerkezköy Atasun Optik'ten alışveriş yaptım ancak bir sene sonra bir sorun oluştu yardımcı olmaları için aldığım yere gittim ama çalışanlar istemeyerek çalışıyorlar sanırım. Memnuniyetsizlik hakim. Sorunumu anlayıp dinlemedikleri gibi yardımcı da olmadılar. Başından savsaklamaya dönük harek...Devamını oku"
"Bien Seramik Klozet Takımı Bir Hafta Dayandı!,Bien Seramik'ten görüntüsünü beğendiğim ve kullanışlı olacağını düşündüğüm dikdörtgen tip yavaş kapanan kapaklı klozet takımı aldım. Klozet kapağı en fazla 1 hafta dayandı. Hızlı kapanmaya ve alttaki yuvasından çıkmaya başladı. Gittim yenisini aldım o da aynı. Sürekli elimde çekiç yuvasından çıkan y...Devamını oku"
"Diyarbakır Büyükşehir Belediyesi Toki Çöl Güzeli İlaçlama Yapılmıyor,Sineklerle sabah akşam düzenli olarak toplantı yapıyoruz ısıracağı bölgeleri anlaşıyoruz vücudun belli bölümlerini onlara teslim ettik yaşayabilmek için ilaçlama şart. Belediye yetkilisi arkadaşlarım lütfen bir an önce gerçek önlemler alın herkesi göreve davet ediyorum.Devamını oku"
"Life Express Fitness Çok Fazla Problem Çıkarıyor,""Firma Çorlu'da çok maliyetli bir yatırımla, çok kaliteli bir salon inşa etmiş. Salon hocaları ve kadrosu oldukça iyi. Daha öce benzer seviyedeki spor salonlarına üye oldum. Şunu söyleyebilirim ki benzerlerinden iyi. Tek kusuru kurumsal değil. Üyelerine ve bana sözleşmede, faturada, makbuzda, devir ü...Devamını oku"""
"Bizimgaz - Worldgas Tüpün Erken Bitişi,Ben Antalya Konyaaltı hurma şubenizden 26 martta tüp aldım 2 yıllık sizin müşterinizim 2 kişi yaşıyoruz evde her zaman tüp 3 ay gidiyor. 26 Mart 2020 de aldığım tüp 2 ayda bitti tüpünüzün arıza numarası 7567_1 virüsten dolayı fazla kullandınız yanıtı vermeyin tam tersi daha az kullandık fazla evde k...Devamını oku"
"Fairy Platinum Pişmanlıktır,Fairy Platinum aldım. Bulaşıklar temiz çıkmıyor. Reklamda şöyle iyi böyle iyi ama kullanınca kalitesiz deterjan ile aynı! Ayrıca tabletler birbirine yapışıyor.Devamını oku"
"Sanal Market Sipariş,27 mayısta Gaziantep sanal marketten 19-21 saatleri arasında teslimat seçip siparişimi verdi. Saat şu an itibariyle 23:45 ve siparişim hala gelmedi. İçinde bozulacak üründe var üstelik. Gaziantep'in sanal marketi çok kötü çalışıyor bir an önce çalışanları gözden geçirilmeli Migros kalitesine yakışmı...Devamını oku"
"Jolly Tur İptal İşlemini Gerçekleştirmiyorlar,31 Ağustos-4 Eylül tarihli rezervasyonumu iptal etmek istediğimi iletmek için çağrı merkezini aradım. Bana konaklamama 40 günden fazla olduğu için hiçbir işlem yapılamayacağı paramın iadesini alamayacağım ancak rezervasyonumu açığa alabileceklerini bu tatil hakkımı başka zaman kullanabileceğim konus...Devamını oku"
"Casper Nirvana   Laptop Isınma Ve Fan Sorunu!,""Casper Nirvana F800 i7 modeli laptopunu aldığım günden beri aşırı ısınıyor ve fanları çok fazla gürültülü çalışıyor öyle ki yan odadan bile duyulur derecede gürültülü çalışıyor."
"Botti Bebe Beşik Çok Ses Yapıyor!,""Botti Karadeniz Ereğli şubesinden beşik aldım.2 ay bile sürmedi beşik rahatsız edici şekilde ses yapıyor. 1 yıl oldu beşiği alalı belki adamları 30 kez aramışımdır. Değişin şu ayaklarını diye, sattığınız ürünün arkasında durmuyorsunuz.Gerekli yerlere şikayetimi yapacağım.Devamını oku"""
"Yetimoğlu Hukuk Bürosu'nun Konuşmayı Bilmeyen Çalışanı!,""Bürodan konuşmayı bilmeyen kişi A**** hanım tarafından arandım, tehdit ve aşağılayıcı şekilde konuşmaya başladı, bunlar bu kadar saygısızlığı nasıl yapıyorlar? Ben den yana onların boğazından geçen 1 kuruş varsa helal olmasın!Devamını oku"""
"Antik Pera Galata Sorunları!,""Sadece 8 meze koyup masaya bir de 1 duble rakı bardağı koyup istikakınız budur bundan sonrası ekstra deyip sonra da ortaya top köfte tek tabakta geldi"
"A101 Yalan Kampanyalar Reklamlar,Yapılan kampanyalarla alakalı afiş üzerinde çoğu şeyi evimin altında olan A101 de bulamıyorum. Bugün 29 Mayıs 19 perşembe için şans bambusu vardı ama bulunduğum bölgedeki hiçbir A101 e gelmediği bilgisini öğrendim. 2 tane daha mağazalarına gittim oralara da hiç gelmemiş. 2-3 mağazaya gönderecekseniz...Devamını oku"
"SGK Lütfen Paramızı Ödeyin!,02 03.2020 ve 11.03 2020 tarihli raporlarımın ödemesi hala yapılmadı. 5 defa 170 ile görüşmeme ve ödemeniz muhasebeleşti denmesine rağmen bir sonuç yok. Tam 2 ay oldu. Üstelik adam kandırır gibi e-devlet üzerinden ödeme bir görünüyor bir kaldırılıyor. Hani Türkiye büyük devletti. Hani vatandaşını ma...Devamını oku"
"Vds Vize Başvuru Merkezi Ve Danışmanlık Mağduriyeti!,Vds Vize danışmanlık firması tam bir art niyetli. 18 Ocak 2019 tarihinde Hollanda için vize başvuru parası yatırdım 440 TL. Hemen sonra bana geri dönüp bir daha para yatırın gecikmeyin açıklama yanlış olmuş dediler. Biz bu parayı size saat 5'e kadar iade edeceğiz dediler. Ben şüphelendim Hollanda ba...Devamını oku"
"Karaca Züccaciye Nevresim Takımının Çarşafı Eksikti,Forum İstanbul Karaca züccaciyeden aldığım nevresim takımının çarşafı yoktu. Değiştirmeye gittiğimde neden daha önce gelmediniz diye de fırça yedim üstelik. Çarşafı alıp eve geldim ikinci şok... Çift kişilik nevresim takımına tek kişilik çarşaf koymuşlar...Devamını oku"
"Atiker  Lpg'li  Araç  Geç Çalışıyor,02/03/2019 tarihinde İstanbul Sefaköy de bulunan Atiker bayisi Güven Otogaz'dan karbüratörlü LPG beyni değişimi yaptırdım. Yaptırmaz olaydım. 1 yıldır araba yaz kış demeden 3-4 marştan önce çalışmıyor. Benzine alıp deneyince anında çalışıyor. Daha önceki beyinde hiç sorun yoktu ayağımı gaza bile değ...Devamını oku"
"Cinemaximum Azınlık Kitleyi Önemsemiyor,Size Konya'dan yazıyorum. Parazit filmini izlemek için geldim ben ama maalesef kaldırmışsınız. Neden? Talep olmadığı için. Ama yine de benim gibi bu önemli filmi bekleyen insanların olduğunu da düşünmeniz gerekiyordu. Recep İvedik ve 7. Koğuştaki Mucize filminin kitlesi için bizi harcadınız. Eyvalla...Devamını oku"
"D-Smart Bayii Sorunu,Ücretsiz Vodafone Red kampanyası ile 12 ay D-Smart başvurusu yaptım getirdiler cihazı bağladılar sonrasında bayi farklı tarife yapmış ücretli tarifeye geçirmiş bayi tarafından bilgilendirme yapılmadı bana belge verilmedi imzalanmış bayi yanıltıyor. D-Smart bayiyi savunuyor sorunu çözmezlerse cihazı ...Devamını oku"
"Vestel Paneli Tozlandı Yenisi Geldi Yine Tozlu!,Paneli tozlandı Yenisi geldi yine tozlu peki ya şimdi televizyon aşırı ağırlaştı. Fişten çıkartıp takmadan kendine gelemiyor. Smart modülünü kullanmak imkansız donup kalıyor. Yerli milli dedik yarı yolda kaldık. Çözüm Ortağı olamayacağınıza üzülerek emimim. Daha önce panel kirlenmesi nedeniyle açtır...Devamını oku"
"Birarabam  Şikayet,Ben geçen 31 Temmuz araba için Birevim'e başvuruda bulundum. 23.500 TL peşin para verdim. 3250 TL'de onlar hizmet bedeli aldılar. 65 bin gibi bir meblağ istedim onlardan. Ayrıca benden temmuz ve ağustos aynın taksitlerini de aldılar. Taksitlerim 1550 TL ve 27 ay. Her neyse bana kasım ayının 10-20sin...Devamını oku"
"Yapı Kredi Bankası Kart Aidatı Aldı,""03 Haziran 2020 tarihinde 139,50 TL Kart üyelik ücreti yansıltılmıştır. Tüketici kanunu 28 Mayıs 2014 31. Madde 3. Fıkra:kart çıkaran kuruluşlar tüketiciye yıllık üyelik aidatı ve benzeri isim altında ücret tahsil etmedikleri bir kredi kartı sunmak zorundadır. 4822 sayılı kanunun ile değişik 4077 sa...Devamını oku"""
"İnallar Otomotiv  Honda Direksiyon Simidinde Soyulmalar Olması,2014 yılında sıfır olarak Bursa İnallardan Honda Civic satın aldım aracımın direksiyon simidinde ciddi anlamda soyulmalar mevcut. Aracım daha 30bin km'de Bursa İnallar'a mail atıp sorunumu yazdım somut bir adım atan olmadı. Aracımın direksiyon simidinin garanti kapsamında değiştirilmesini talep ediy...Devamını oku"
"Rossmann Siparişi Kargoya Vermeyi Düşünüyor Musunuz?,""13.05.2020 tarihinde sitenizden aldığımız  ürünleri  ne zaman ulaştırmayı düşünüyorsunuz?   Mesafeli satış sözleşmesini ihlal ettiğinizin farkında mısınız?"
"Finish Powerball Classic Temiz Yıkamıyor!,""Eşim bulaşık makinesi için F*** kullanıyordu. En son Finish Powerball Classic aldık. Aldığımıza alacağımıza pişman olduk. Bulaşıkları kirli bırakıyor, neredeyse hiç yıkamıyor gibi. Makinenin filtrelerini pis bırakıyor. Yazık koca kutu elimizde kaldı. Başkasına vermeyi de göze alamıyoruz. Keşke hiç a...Devamını oku"""
"D-Smart Sözleşme İptal,D-Smart ile olan sözleşmen 13/04/2020'de bitecek sözleşme yenilemek istemiyorum ama D-Smart bana yardımcı olmuyor.İptal edemiyoruz diyorlar.  Ayrıca uydu alıcı bana ait olduğu için sadece D-Smart'a ait olan kanalların kapatılması lazım.Devamını oku"
"Sony Eurasia Yakışmadı Yazık,""Sony ws413 marka MP3 çalarlarlı bir kulaklık aldım, garantisi dolmadan arızalandı. Servis aracılığıyla iki defa Sony Türkiye ye gönderdim, ilkinde hiç incelemeden arıza yok diye geri gönderdiler, ikinci defa gönderdiğimde ürün için iade onay formu diye bir form göndermişler. O formla yeni ürünü alac...Devamını oku"""
"Bünyan Halı Yıkama Fiyatta Mağdur Ediyor,Geçen yıl Ankara'da Halıcı Ömer aracılığıyla firmayı öğrendim. Fiyat araştırması yaptım ve diğer firmalar 5 TL iken bu firma 8 TL olarak fiyatı söyledi ama Halıcı Ömer müşterilerine 6.5 TL yapmışlardı bende halımın biri lekeli diye daha iyi olur düşüncesiyle gönderdim. Kapıdan aldıklarında bir fatur...Devamını oku"
"Turkcell Tv Yayın Kesintisi,""Akşam 6'dan beri ne internetimiz ne de televizyonumuz var. Superonline'ı aradığımızda saat 10.04 arıza giderecek dendi 10:15'te aradık saat 1.04 'te dendi şimdi 04.04 diyorlar. Haber alma özgürlüğümüzü kısıtlayan, faturasını ödediğimiz hizmeti alamadığımız Superonline' dan şikayetçiyim.Devamını oku"""
"Arzum Steam Jet Ütünün İçinden Çıkan Parçalar!,Buhar kazanlı ütümüzün aşırı kireçlenmesi sonucu su kazanını temizleme yönergesini kullanım kılavuzunda yazdığı gibi uyguladık. Su kazanını temizlerken çıkan malzemeler ise bizi şaşırttı. Resmen su tankının içi plastiklerle dolu. Hatanızı lütfen düzeltin.Devamını oku"
"Cinemaximum Mağdur Etti,Cinemaximum  migros şubenize haftasonunda film izlemeye gitmek gibi bir  hata yaptık.girdiğimiz filmin adı : maymunlar cehennemi.büyük bir şirket olarak sizin müşteri memnuniyetini önemseniz gerekiyor.yüzlerce reklam süresi konusunda şikayet var.ama ben onu bile şikayet etmeyeceğim ondan çok ciddi t...Devamını oku"
"Tefal Tartı Yanlış Kilo Gösteriyor!,Tefal'den yaptığım alışveriş sonucu verilen tartı yanlış tartıyor. Elimde herhangi bir fatura yok ama mağaza kayıtları var daha yeni kullanılmaya başlandı ve kilomu 2-3 kilo daha az gösteriyor. Antalya Terracity mağazanızdan alınmıştı. Fakat şu anda İstanbul'da ikamet ediyorum ne yapabilirim.Devamını oku"
"Nutella'da Beyaz Pütürcükler!,Son kullanma tarihi geçmemesine rağmen garip bir hal almış içinde pütür putur beyaz noktacıklar var. Tadında bir tuhaflık yok bozulmamış ama insanın midesi kaldırmıyor. Dibine kadar devam ediyor sadece bir kısmında da değil tamamı öyle ve çöp oldu nedir bunlar?Devamını oku"
"İgdaş Faturamdan Haksız Kazanç Sağlamaktadır,Faturam nisan ayı içinde normalin den fazla gelmiş tir bununla ilgili soruşturma açılmasını talep ediyorum gün sayısı düzeltilmesi gerekmektedir. Ayrıca fatura okuma hizmet bedeli alınıyor. Bunların da bedelinin bizden değil ilgili firmadan alınmalıdir.Devamını oku"
"İgdaş'a Fatura İtirazı,Kışın doğalgazı orta derecede yaktığım halde 400-500 civarı fatura gelirken nisan ayında kullanmadığım halde 365 lira faturayı kabul etmiyorum. Kaldı ki geçen ay azda olsa kullandım doğalgazı 280 civarı gelmişti hiç kullanılmadığı halde bu faturaya itiraz ediyorum. Gerekli mercilere şikayetimin işle...Devamını oku"
"Taciroğlu Peynir Bozuk Çıkan Ürün!,İzmir Migros Bostanlı mağazasından 12-09-2019 tarihinde 2 farklı moneycard ile eşim ve ben üzerinden Taciroğlu marka toplamda 8 paket koyun ve keçi peyniri aldık peynirler paketli peynirler olup ve toplamda 450 gram 3 parça halinde vakumlu paketler ve vakumları atmamış ve son kullanma tarihi 2020 7....Devamını oku"
"MOOV by Garenta Hizmet Bölgesi Sorunu,Havalimanına 5 dakika uzaklıkta olmamıza rağmen Moov by Garenta'nın hizmet bölgesi Tuzla/Orhanlı ilçesini kapsamıyor Defalarca mail atmamıza rağmen bir netice alamadık bu yüzden bu uygulama istediğin yerde bırak gibi cümleleri karşılamıyor hizmet bölgesi çok kısıtlı bir alanda mevcut.Devamını oku"
"Civil Mağazacılık Ücret İadesi Sorunu,Almış olduğum bebek mamasını bana hiç ulaşmadan iptalini gerçekleştirdim kargo geri iade ettiği halde 10 gündür iade yapılamadı 3 gün inceleme yapılıyormuş bana hiç ulaşmamış bir ürünün nesi inceleniyor anlamadım 7 is günü içinde iade olacağı bilgisi yer almakta internette hala yok telefonlara ulaşm...Devamını oku"
"DeFacto İptal Etmek İstiyorum!,""Ürünüm 13530641 kargoda ben iptal etmek istiyorum. Rica ediyorum iptal olsun. Müşteri temsilcisi lütfen yardim edin. Talebiniz alındı vb... Denirse gerçekten bir daha bu markaya adım atmam. Talebiniz alındı deniliyor sonra? Lütfen ürünü iptal edin, rica ediyorum.Devamını oku"""
"Moki Eat.Play.Smile Yanlış Program,""Henüz kendiniz işletme organizasyonunu yapamazken çocuklar için organizasyon yapmaya çalışıyorsunuz. İki haftadır aynı sorunu yaşatıyorsunuz. Çocuklarımız akranlarıyla oyunlar oynasın güzel vakit geçirsin diye işletmenizi tercih ediyoruz, telefonla arayıp açık olduğunuz ve hizmet verdiğinizle ilgili...Devamını oku"""
"İstanbul Büyükşehir Belediyesi Su Faturası Çok Gelmesi,""Aylık 50 TL'yi geçmeyen su faturam bu au 205 TL geldi. Neye dayanarak böyle fatura gönderdiniz, ev eşim ben bir de küçük kızım var nasıl bir su kullandık ki böyle fatura gönderdiniz yazıklar olsun size.  Devamını oku"""
"D&R Verdiğim Siparişin Ulaşmaması,""26 Mart tarihinde fazla ödediğim kargo ücretine rağmen kargom gelmesi gereken zamanda gelmedi. Hepsi her firmasına ulaşamıyorum, sizi aradığımda ise bugün gelmeliydi, ama detay bilgi yok denildi. Kargo firması ile muhatap olmak durumunda değiliz, sizden alışveriş yaptık bu sebep ile kontağım sizsini...Devamını oku"""
"Evdemo Zamanı Belli Olmayan Kargo,15. Nisan 2020 sabah saat 7'de Evdemo adlı firmadan eylül masa sandalye takımı aldım. Gönderim 15 gün olmasına rağmen hala olmadı kargo bilgileri durmadan değişmekte. Ayın 6'si yazıyordu 8'i oldu 8 yazıyordu şu an 11 yazıyor elimde görüntüde var ürünüm hala gelmedi yardımcı olur musunuz?Devamını oku"
"Casper Nirvana Dizüstü Bilgisayarım Arızalı,2869 TL değerinde dizüstü bilgisayar aldım. Mouse arızalı çıktı müşteri hizmetlerini aradım geri dönüş yapacağız diler dönmediler canlı destek hattına yazdım cevap alamadım. 14 günlük cayma hakkımı kullanıp iade edeceğim. Ayrıca Tüketici Hakem Heyetine firmanız hakkında suç duyurusunda bulundum.Devamını oku"
"Karaca'nın Defolu Tava ve Tenceresi,Bu markayı daha önce hiç kullanmamıştım ve tavsiye üzerine web'den “Karaca bio granit Black Gold tencere seti” aldım. Kutudaki setin parçalarını kontrol ettiğimde ise tavanın sağ kenarının yamuk olduğunu ve bu şekilde özellikle paketlenmiş olduğunu gördüm. Çünkü kutunun dış yüzeyinde bir hasar yok...Devamını oku"
"Magnum Tadı Bozuk Dondurma,""3 hafta önce A101 den 6 li mini paket dondurma aldık. Açtığımızda paket yapış yapış, dondurmanın beyaz kısmı sert pütür pütür ve tadı çok kötüydü dışının çikolatası bile sert ve tadı bozuktu yiyemeyip çöpe attık. 1 tanesini şikayet etmek için sakladık tarihi geçmemişti. Aldığımız yere söylediğimizde...Devamını oku"""
"Yataş Volden Baza Sorunu,Yaklaşık 3 sene önce Marmara Forum şubesinden baza yatak ve başlık aldım. 3 gün önce yatakta yamukluk olduğunu fark ettim. Döşekte sorun olduğunu düşündüm. Yon değiştirdik sorun düzelmedi. Bazayı kaldırıp baktım altındakiler mi yükseklik yapıyor diye ancak baza ve yatağın birleşim yerindeki l seklin...Devamını oku"
"Nur Anadolu Hasta Refakat Hizmetleri İnsanlık Kalmamış,1. 5 yıldır sizin hastahanede hem annem hem abimin kanser tedavisi için. 1.5 ay annem yattık dan sonra annemi kaybettik. Annemi toprağa verdikten 3 gün sonra abim kötüleşti onu getirdim. Bir gün kaldıktan sonra yoğun bakıma alındı. 3 günü artık kötüye gitmeye başladı en son gece çıkamayabilir diye b...Devamını oku"
"İstanbul Büyükşehir Belediyesi 2 Gündür Su Yok Elimizi Bile Yıkayamıyoruz!,Dünden beri tüm departmanları ile muhatap oluyoruz ama sürekli bir yere aktarıyorlar aktarılan kişinin dediğinin 10 tanesinden 2 zor anlaşılıyor haksız olduğunu biliyor bağırıyor 2 gündür ne elimizi yüzümüzü yıkayabiliyoruz ne adam akıllı sahur iftar yapabiliyoruz düpe düz mağduriyet. bir gün daha s...Devamını oku"
"D-Smart Bilgim Olmadan Başka Bir İlde Üyelik Açtı,""Farklı bir ilde ikamet ettiğimi, Benim bilgim olmadan Iğdır bayiniz tarafından 30.10.2019 tarihinde Yan Oda üyeliği yapıldığını ve konu ile ilgili hiç bir hizmet almama rağmen 2 adet faturayı haksız yere ödettiğiniz, firmanıza defaatle bildirmiş olduğum şikayet kayıtları neticesinde iptal işlemini y...Devamını oku"""
"Ziraat Bankası'nda  İnternet Hizmeti Veremiyorlarmış Müşteri Kaydımda Sorun Varmış,Müşteri hizmetlerini ilk aradım yenilenme falan var ondandır dediler. İkincisinde aradığımda biz buradan bakamıyoruz dediler. Bankaya gittim bir sorun gözükmediğini söylediler. Müşteri hizmetlerini de aradınız mı falan dediler. Tekrar aradım bankaya gidin arayın biz söyleriz onlara diyorlar dalga ge...Devamını oku"
"Pamukkale Turizm Varış Noktasına Geç Kalma,""23.02.2020 Sabah 8.55 de İstanbul Alibeyköy'den kalkan, 15.05 de Ankara otogarda olması gereken otobüs, trafik durumu olmamasına rağmen ve yol koşulları gayet düzgün olmasına rağmen, hala Ankara sınırlarına giriş yapmadı. Ve en az 40 dakika gözüküyor otogara. Pamukkale Turizm benim gözümde bitmiştir...Devamını oku"""
"MEPAŞ Fatura Taksiti Düzeltilmeli!,Arkadaş uygulamada üye olmadan işlem yaparken illa taksit seçin diyor. Ben direk tek çekim ödemek istiyorum. Şuna bir bakın. Ben bankaya vade farkı ödemek zorunda mıyım. Oraya 20 lira fark ödeyeceğime bir yoksulu doyururum. Acil bakın lütfen.Devamını oku"
"Vatan Bilgisayar İade Sıkıntısı Yaşatıyor,Vatan Bilgisayar internet sitesinden 28.04.2020 tarihinde MSI rx 590 model bir ekran kartı sipariş ettim. Ürün 10.05.2020 tarihinde elime ulaştı ancak kartın performansından memnun kalmayarak cayma hakkımı kullanmak üzere ürünü eksiksiz bir biçimde ve paketinin açılabilecek yerlerini koli bandı ile ...Devamını oku"
"Başarı Teknik Servis Hoparlörü Patlayan Telefonuma Kullanıcı Hatası Dedi!,""Garantili olan iPhone 7 telefonumun hoparlörü patladı. Başarı Teknik servise götürdüm, kullanıcı hatası dediler. Ben neden telefonumu bozayım ki? Bana siz bozmuşsunuz diyorsunuz.Devamını oku"""
"MHRS Randevu Saatine Uyulmuyor,182'den randevu veriliyor ama ne çalışan sekreterler yerinde ne de doktor. bu nasıl işleyiş sistemidir ya. 13.30'a kadar zaten öğle arası olması gerekli değil mi? Bize neden 13.10'a randevu veriliyor? 12.30'dan beri bekliyoruz ancak geldi sekreter. Girip sorunca da bekleyeceksin diye ters ve sert ce...Devamını oku"
"MNG Kargo Ve Müşteri Memnuniyetsizliği!,Bugün öğlen 13:10 sularında MNG Kargo Emek -Ankara şubesine online alışveriş sitesinden yapmış olduğum ürünün iadesi talebiyle gittim. Gayet asık suratlı ve kaba olan çalışan hanım yoğunluktan dolayı iade işlemi alamadıklarını sabah 8-11 arası yeniden gelmem gerektiğini söyledi. Ben de gayet insani ...Devamını oku"
"Demo Hair Kalitesizliği,3 yıldır protez saç kullanıcısıyım ve ilk yapımda Demo Hair Elazığ şubesinde yaptırdım ikinci kez yapımda mesafeden dolayı kliniğe gitmeden kalıbım ve saç tipim onlarda mevcut olduğu için uzaktan sipariş verdim gönderilen saç kötü saç siyahtan bile daha siyah durumda durumu onlara anlatınca kullandı...Devamını oku"
"Ziraat Sigorta Gelmeden Görmeden Reddedildi,Ziraat Sigorta'dan konut sigortası yaptırdım evime tavanları kapardı sigorta şirketini aradım Exper aradı fotoğraf istedi sonra fotolara bakarak teminat dışı olduğuna karar vermiş gelmeden bakmadan fotoğraftan nasıl anlamış keyfine göre karar veriyor.Devamını oku"
"Beyaz TV Zaman Çok Anlamsız,""Hafta içi her gün yayımlanan """"Diriliş Ertuğrul""""dizinin saati neden 19:30 belirlendi. Bu saatlerde tüm kanallarda haber yayını yapıldığı bilinmiyor mu. Kasıtlı yapıldığını, diğer kanalların gündemi takip etmemizi istenmiyor gibi. Bunda düzenleme olmadığı takdirde RTÜK e kadar şikayet edeceğiz. Düzenl...Devamını oku"""
"Tebaş Kafalarına Göre Hesap Yapma,Tebaş yetkilileri i**** faturası gelmeden kafalarına göre 22 Nisan da binaya gelip 20 Mart 22 Nisan tarihleri için sayaçları okudular. İ*** faturası ise 4 mayısta geldi. Tebaş 4 mayısta gelen faturayı 22 Nisan sayaç bilgilerine göre dağıtarak 22 nisandan sonra hiç kullanımı olmayan daireye bile bina...Devamını oku"
"Skechers İptal Ettim Dedikten Sonra Ürünü Göndermesi,15 Mayıs'ta sipariş ettiğim ürünü yanlış numara aldığımı fark ederek yarım saat geçmeden zar zor müşteri temsilcisine bağlanarak iptal ettirdim. Ettirdiğimi sandım yani. Başka yapacağım bir işlem var mı dedim. Çağrı merkezindeki hanımefendi hayır 13 gün içinde yatar dedi ve ürün para yatmayınca aray...Devamını oku"
"Securitas Olivium AVM Güvenliğin Davranışı,Olivium AVM de cuma günü saat 19.00 civarı kardeşimle beraber ana kapıdan giriş yaptığım da ismini yanlış söylemediler ise o**** diye duyduğum edep ve terbiye özürlü arkadaş kapıdan girişte ağzını yayarak ve uslupsüz bir şekilde konuşmuştur. Sözde amirlerine söylediğimde konuyla alakalı olacaklarını...Devamını oku"
"Erikli Su Teslimat Sıkıntısı!,Balıkesir’de 26.09.2018 tarihinde saat 14:10’da istediğim su siparişim hala gelmemiştir. Ertesi gün müşteri hizmetlerini aradım. En kısa zamanda yönlendirileceği söylendi. Teslimatla ilgili bu kadar sıkıntı yaşatmaları çok saçma.Devamını oku"
